favoritos,fecha,nombre,retweets,usuario
0,2020-12-19 21:17:12,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-19 18:59:42,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-12-19 18:50:41,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-19 17:19:36,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-12-19 02:21:32,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-19 00:34:38,Rafael Vázquez,0,FICOVAZQUEZ
9,2020-12-19 00:23:02,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-18 19:44:34,Rafael Vázquez,0,FICOVAZQUEZ
8,2020-12-18 19:00:23,Rafael Vázquez,1,FICOVAZQUEZ
7,2020-12-18 03:54:42,Rafael Vázquez,1,FICOVAZQUEZ
1,2020-12-17 23:44:16,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-17 18:35:06,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-17 18:33:44,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-12-17 16:31:53,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-12-17 05:13:32,Rafael Vázquez,0,FICOVAZQUEZ
7,2020-12-17 02:00:32,Rafael Vázquez,0,FICOVAZQUEZ
6,2020-12-17 01:58:30,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-17 01:54:32,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-17 01:54:25,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-17 01:35:39,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-17 00:02:21,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-16 16:50:52,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-16 15:31:53,Rafael Vázquez,1,FICOVAZQUEZ
0,2020-12-15 21:05:30,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-12-15 19:10:15,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-12-14 21:34:14,Rafael Vázquez,1,FICOVAZQUEZ
0,2020-12-14 18:46:35,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-12-14 15:19:09,Rafael Vázquez,1,FICOVAZQUEZ
0,2020-12-14 02:13:47,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-14 01:50:39,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-14 00:48:50,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-12-14 00:11:56,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-12-13 17:16:06,Rafael Vázquez,1,FICOVAZQUEZ
1,2020-12-13 16:49:32,Rafael Vázquez,0,FICOVAZQUEZ
6,2020-12-13 16:30:12,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-13 02:21:05,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-12-13 00:07:05,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-12 22:40:30,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-12 21:22:45,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-12-12 17:01:57,Rafael Vázquez,4,FICOVAZQUEZ
0,2020-12-11 21:15:55,Rafael Vázquez,1,FICOVAZQUEZ
2,2020-12-11 19:02:33,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-11 16:06:54,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-10 17:00:00,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-12-10 15:24:24,Rafael Vázquez,1,FICOVAZQUEZ
1,2020-12-09 02:12:46,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-08 22:57:46,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-12-08 22:54:25,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-12-07 15:48:07,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-07 04:29:08,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-07 04:27:10,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-07 03:55:03,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-07 03:49:49,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-07 01:47:15,Rafael Vázquez,0,FICOVAZQUEZ
8,2020-12-05 03:57:49,Rafael Vázquez,1,FICOVAZQUEZ
4,2020-12-02 03:57:17,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-12-01 18:07:26,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-12-01 04:32:26,Rafael Vázquez,0,FICOVAZQUEZ
13,2020-11-30 14:50:31,Rafael Vázquez,4,FICOVAZQUEZ
4,2020-11-29 01:10:39,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-29 01:10:24,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-28 03:25:37,Rafael Vázquez,0,FICOVAZQUEZ
19,2020-11-27 21:15:21,Rafael Vázquez,9,FICOVAZQUEZ
2,2020-11-27 19:44:26,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-27 19:34:02,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-27 15:57:07,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-11-27 15:19:11,Rafael Vázquez,5,FICOVAZQUEZ
1,2020-11-27 14:37:13,Rafael Vázquez,1,FICOVAZQUEZ
0,2020-11-27 14:00:37,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-27 13:10:47,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-11-27 03:36:16,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-26 18:44:11,Rafael Vázquez,0,FICOVAZQUEZ
96,2020-11-26 17:13:08,Rafael Vázquez,15,FICOVAZQUEZ
3,2020-11-25 22:27:06,Rafael Vázquez,2,FICOVAZQUEZ
3,2020-11-25 13:08:51,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-25 13:02:10,Rafael Vázquez,2,FICOVAZQUEZ
1,2020-11-25 05:19:26,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-25 05:10:31,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-25 04:21:50,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-25 03:57:27,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-11-25 03:43:31,Rafael Vázquez,4,FICOVAZQUEZ
2,2020-11-25 03:30:07,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-11-22 23:06:59,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-11-20 18:57:48,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-20 13:21:26,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-19 22:16:48,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-11-19 15:40:25,Rafael Vázquez,0,FICOVAZQUEZ
7,2020-11-19 03:24:34,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-19 02:30:16,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-18 04:53:31,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-11-17 23:24:41,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-11-17 21:44:18,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-17 15:24:58,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-17 03:58:19,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-16 14:35:28,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-16 04:24:07,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-16 03:37:13,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-16 02:42:21,Rafael Vázquez,0,FICOVAZQUEZ
52,2020-11-16 02:02:27,Rafael Vázquez,9,FICOVAZQUEZ
0,2020-11-15 20:47:49,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-15 20:41:55,Rafael Vázquez,1,FICOVAZQUEZ
1,2020-11-14 20:01:46,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-14 19:45:11,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-11-13 13:16:40,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-12 02:18:35,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-12 02:11:50,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-12 01:12:46,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-11-11 17:00:55,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-11-11 03:44:01,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-11 00:42:28,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-11-10 23:19:28,Rafael Vázquez,0,FICOVAZQUEZ
3,2020-11-10 20:52:51,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-11-10 00:21:23,Rafael Vázquez,1,FICOVAZQUEZ
4,2020-11-05 06:26:58,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-04 14:43:09,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-11-04 14:03:48,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-11-02 22:01:21,Rafael Vázquez,3,FICOVAZQUEZ
1,2020-10-31 13:23:44,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-30 20:19:59,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-10-28 22:23:38,Rafael Vázquez,1,FICOVAZQUEZ
0,2020-10-28 16:59:28,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-10-28 16:41:26,Rafael Vázquez,0,FICOVAZQUEZ
10,2020-10-28 15:58:01,Rafael Vázquez,2,FICOVAZQUEZ
0,2020-10-28 15:50:08,Rafael Vázquez,0,FICOVAZQUEZ
11,2020-10-27 23:20:00,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-10-27 21:25:14,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-10-27 18:01:04,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-10-27 16:05:57,Rafael Vázquez,1,FICOVAZQUEZ
4,2020-10-26 16:28:37,Rafael Vázquez,1,FICOVAZQUEZ
4,2020-10-24 02:13:45,Rafael Vázquez,1,FICOVAZQUEZ
48,2020-10-24 01:21:34,Rafael Vázquez,10,FICOVAZQUEZ
0,2020-10-22 17:19:32,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-22 13:45:39,Rafael Vázquez,0,FICOVAZQUEZ
6,2020-10-19 19:15:51,Rafael Vázquez,1,FICOVAZQUEZ
2,2020-10-19 15:48:44,Rafael Vázquez,1,FICOVAZQUEZ
1,2020-10-19 13:26:21,Rafael Vázquez,1,FICOVAZQUEZ
3,2020-10-18 06:27:25,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-10-17 00:35:49,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-16 22:54:54,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-10-16 21:04:16,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-10-16 19:09:23,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-16 13:17:06,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-16 02:15:56,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-10-15 17:43:34,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-15 16:27:56,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-15 16:20:35,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-15 15:48:00,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-15 13:57:45,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-14 17:05:49,Rafael Vázquez,1,FICOVAZQUEZ
1,2020-10-14 14:39:18,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-10-14 11:19:04,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-14 03:14:12,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-13 14:38:58,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-10-12 12:53:40,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-10-08 22:37:21,Rafael Vázquez,3,FICOVAZQUEZ
4,2020-10-08 22:07:01,Rafael Vázquez,3,FICOVAZQUEZ
0,2020-10-07 23:54:22,Rafael Vázquez,0,FICOVAZQUEZ
5,2020-10-07 22:23:32,Rafael Vázquez,2,FICOVAZQUEZ
1,2020-10-03 02:46:16,Rafael Vázquez,0,FICOVAZQUEZ
4,2020-10-03 01:39:09,Rafael Vázquez,1,FICOVAZQUEZ
19,2020-10-02 17:22:52,Rafael Vázquez,5,FICOVAZQUEZ
1,2020-10-02 03:42:35,Rafael Vázquez,0,FICOVAZQUEZ
2,2020-10-02 03:07:16,Rafael Vázquez,0,FICOVAZQUEZ
6,2020-10-02 02:58:05,Rafael Vázquez,0,FICOVAZQUEZ
0,2020-10-01 22:43:41,Rafael Vázquez,0,FICOVAZQUEZ
1,2020-10-01 18:08:59,Rafael Vázquez,0,FICOVAZQUEZ
66,2020-12-18 17:18:48,Marcelo Cabrera,13,MarceloHCabrera
3,2020-12-01 14:22:06,Marcelo Cabrera,0,MarceloHCabrera
28,2020-11-29 22:46:00,Marcelo Cabrera,2,MarceloHCabrera
14,2020-11-25 17:50:48,Marcelo Cabrera,2,MarceloHCabrera
29,2020-11-22 22:32:16,Marcelo Cabrera,5,MarceloHCabrera
119,2020-11-22 05:51:36,Marcelo Cabrera,15,MarceloHCabrera
16,2020-11-19 12:37:02,Marcelo Cabrera,0,MarceloHCabrera
10,2020-11-18 11:30:14,Marcelo Cabrera,0,MarceloHCabrera
2,2020-11-18 11:14:27,Marcelo Cabrera,0,MarceloHCabrera
25,2020-11-17 04:14:39,Marcelo Cabrera,7,MarceloHCabrera
2,2020-11-16 00:42:14,Marcelo Cabrera,0,MarceloHCabrera
3,2020-11-14 22:58:15,Marcelo Cabrera,3,MarceloHCabrera
27,2020-11-13 20:09:35,Marcelo Cabrera,2,MarceloHCabrera
47,2020-11-08 20:48:19,Marcelo Cabrera,12,MarceloHCabrera
41,2020-11-08 18:25:47,Marcelo Cabrera,5,MarceloHCabrera
31,2020-11-07 17:44:37,Marcelo Cabrera,3,MarceloHCabrera
89,2020-11-03 13:11:45,Marcelo Cabrera,16,MarceloHCabrera
66,2020-11-02 02:07:04,Marcelo Cabrera,9,MarceloHCabrera
26,2020-11-01 17:49:41,Marcelo Cabrera,5,MarceloHCabrera
49,2020-10-31 03:08:17,Marcelo Cabrera,4,MarceloHCabrera
50,2020-10-28 17:15:59,Marcelo Cabrera,7,MarceloHCabrera
28,2020-10-26 17:07:12,Marcelo Cabrera,3,MarceloHCabrera
15,2020-10-22 16:30:42,Marcelo Cabrera,4,MarceloHCabrera
39,2020-10-11 22:46:51,Marcelo Cabrera,6,MarceloHCabrera
3,2020-10-10 22:25:42,Marcelo Cabrera,0,MarceloHCabrera
44,2020-10-09 14:56:41,Marcelo Cabrera,5,MarceloHCabrera
7,2020-10-02 01:08:07,Marcelo Cabrera,0,MarceloHCabrera
1,2020-10-01 16:10:18,Marcelo Cabrera,0,MarceloHCabrera
0,2020-12-10 14:59:53,Xavier Román,0,zavieroman
0,2020-12-03 00:20:41,Xavier Román,0,zavieroman
0,2020-11-21 23:16:52,Xavier Román,0,zavieroman
0,2020-11-21 22:57:53,Xavier Román,0,zavieroman
0,2020-11-21 22:57:51,Xavier Román,0,zavieroman
0,2020-11-21 22:26:15,Xavier Román,0,zavieroman
0,2020-11-17 03:53:47,Xavier Román,0,zavieroman
0,2020-11-17 03:51:17,Xavier Román,0,zavieroman
1,2020-11-14 03:43:05,Xavier Román,0,zavieroman
0,2020-11-13 13:37:24,Xavier Román,0,zavieroman
0,2020-11-13 13:33:58,Xavier Román,0,zavieroman
0,2020-11-13 12:09:13,Xavier Román,0,zavieroman
0,2020-11-12 14:24:00,Xavier Román,0,zavieroman
0,2020-11-09 19:45:14,Xavier Román,0,zavieroman
0,2020-11-09 17:07:36,Xavier Román,0,zavieroman
0,2020-11-09 14:49:45,Xavier Román,0,zavieroman
0,2020-11-07 23:14:11,Xavier Román,0,zavieroman
0,2020-11-07 22:15:37,Xavier Román,0,zavieroman
0,2020-11-07 22:08:44,Xavier Román,0,zavieroman
0,2020-11-07 03:54:24,Xavier Román,0,zavieroman
1,2020-11-07 03:36:13,Xavier Román,0,zavieroman
0,2020-11-07 03:31:17,Xavier Román,0,zavieroman
1,2020-11-05 02:51:15,Xavier Román,0,zavieroman
0,2020-11-05 02:32:07,Xavier Román,0,zavieroman
0,2020-11-05 01:02:50,Xavier Román,0,zavieroman
0,2020-11-05 00:06:43,Xavier Román,0,zavieroman
0,2020-11-04 18:52:50,Xavier Román,0,zavieroman
1,2020-11-04 18:52:19,Xavier Román,0,zavieroman
1,2020-11-04 18:35:39,Xavier Román,0,zavieroman
0,2020-11-04 17:00:17,Xavier Román,0,zavieroman
0,2020-11-04 16:59:11,Xavier Román,0,zavieroman
85,2020-11-04 13:31:10,Xavier Román,5,zavieroman
0,2020-11-04 13:30:52,Xavier Román,0,zavieroman
4,2020-11-03 23:13:27,Xavier Román,0,zavieroman
0,2020-11-03 23:12:34,Xavier Román,0,zavieroman
0,2020-10-20 18:39:55,Xavier Román,0,zavieroman
5,2020-10-20 18:35:15,Xavier Román,0,zavieroman
39,2020-10-20 14:23:15,Xavier Román,0,zavieroman
0,2020-10-11 03:57:17,Xavier Román,0,zavieroman
1,2020-10-09 04:22:47,Xavier Román,0,zavieroman
